"id","cat_name","description","date_begin","date_end","creator","date_created","inherit_from","alternative_name","last_update"
"301","Architectural, slip-coated","Catégorie technique regroupant essentiellement des carreaux ou tomettes engobées. Les tomettes engobées se généralisent vers la fin du XVIIIe et sont produites jusqu'à la fin du XIXe siècle. Toutefois, des exemples engobés peuvent appartenir à la première génération du milieu du XVIIe à la fin du XVIIIe siècle.   ","1650.0","1900.0","4","2024-11-11 12:46:25.912","168.0","","2024-11-11 12:46:25.912"
"137","Unglazed categories (literally: Categories without vitreous coating)","Regroupement des catégories sans revêtement vitreux à cuisson oxydante ou réductrice. Elles peuvent être fabriquées avec des argiles différentes selon des modes de façonnages variés. Elles présentent éventuellement des décors polis, incisés, imprimés, excisés, rapportés. Certaines catégories oxydantes ont des surfaces blanchies au sel, des revêtement d'engobe ou des décors tracés aux pigments dilués à l'eau.","","","4","2022-11-20 21:27:28.876","","","2024-02-28 10:06:53.384"
"106","Culinary / Beirut","Pâte riche en fer, de couleur rouge orangé à rouge violacé, de texture granuleuse et contenant des inclusions blanches opaques, calcaires. Glaçure au plomb incolore parfois teintée au manganèse et donc de couleur chocolat. Elle peut être partielle ou absente.","1100.0","1299.0","5","2022-08-19 17:33:52.550","236.0","","2024-02-28 10:06:53.384"
"193","Kaolinitic, painted with colored glazes","Céramique à pâte blanche ou rose kaolinitique, peinte grossièrement en vert de cuivre et brun de manganèse. La glaçure plombifère est incolore.","1100.0","1400.0","5","2023-06-20 10:56:11.083","76.0","","2024-02-28 10:06:53.384"
"229","Lead-glazed / Ottoman Empire","","","","5","2023-09-28 11:00:48.217","135.0","","2024-02-28 10:06:53.384"
"243","Calcareous, unglazed / Khorasan","","","","4","2024-02-20 16:50:09.473","23.0","","2024-02-28 10:06:53.384"
"102","Painted with slip / Cyprus","Production peinte à l'engobe et glaçurée au plomb du XIIIe siècle. Cette technique caractérise les ateliers de la région de Paphos (pâte très rouge) mais aussi d'autres centres employant une argile calcaire (Nicosie ?). Sur cette pâte calcaire un engobe blanc et un autre rouge sont appliqués conjointement. ","1200.0","1299.0","5","2022-08-18 18:40:10.321","142.0","","2024-02-28 10:06:53.384"
"227","Painted / Kütahya","Céramique en pâte siliceuse attribuée aux ateliers de Kütahya très actifs au XVIIIe siècle. Les productions les plus distribuées dans l'Empire ottoman et hors ses frontières sont des tasses à café sans anse dites fincan parfois assorties de leur soucoupe. Le décor est peint en bleu ou dans une riche polychromie. Il arrive que la paroi soit découpée.","1700.0","1799.0","5","2023-09-28 09:37:58.857","252.0","","2024-02-28 10:06:53.384"
"246","Painted / Çanakkale","A Çanakkale, les potiers réalisaient des coupes en pâte rouge, fine et dure, profondes à lèvre en crochet. Une partie de la production était peinte sur engobe en brun, bleu et rouge orangé sous une glaçure plombifère incolore. ","1750.0","1800.0","5","2024-02-20 22:59:51.798","69.0","","2024-02-28 10:06:53.384"
"214","Glazed on slip / Iznik","Comme en attestent plusieurs biscuits et surcuits, les ateliers ottomans d'Iznik produisent des céramiques à pâte rouge plus grossière que celle des fabrications locales d'époque byzantine. Une glaçure plombifère très brillante de tonalités foncées, vert soutenu, caramel et brun est appliquée sur un engobe de couleur beige ou rosée.","1331.0","1599.0","5","2023-08-08 12:50:28.482","268.0","","2024-02-28 10:06:53.384"
"25","Calcareous, glazed on slip / Provence, Languedoc","Pâtes calcaires avec un revêtement de glaçure plombifère posé sur engobe.","1450.0","1900.0","1","2021-07-29 08:42:39.151","280.0","","2024-02-28 10:06:53.384"
"270","Incised / Crimea","","1270.0","1700.0","11","2024-03-14 15:20:19.171","173.0","","2024-03-14 15:20:19.171"
"34","Modelled culinary / Mediterranean coasts","Vaisselle culinaire, modelée en pâte bien rouge granuleuse, à glaçure plombifère souvent fine et irrégulière. Les  formes principales sont des jattes ou des plats à tétons ou à tenons doubles horizontaux. Anciennement attribuée aux ateliers ligures, les analyses pétrographiques lui attribue une origine des côtes Méditerranéennes de la France ou de l'Espagne nord-orientale sans totalement exclure la côte anatolienne occidentale de la mer Égée. Des formes similaires ont été produites par les ateliers de Sainte-Barbe à Marseille dans les premières décennies du XIIIe siècle.","1150.0","1350.0","4","2021-09-17 12:51:07.630","236.0","","2024-02-28 10:06:53.384"
"189","Alkaline glaze painted in green or turquoise / Khorasan","Céramique en argile calcaire et glaçure opacifiée, généralement alcaline mais, d'après les analyses, à proportions possibles et variables de plomb et d'étain. Le décor en turquoise ou vert émeraude, complété de brun-noir ou violet, est posé en coulures, en poids, en lignes et points et, plus rarement en motifs. Les formes sont généralement ouvertes.","800.0","999.0","4","2023-05-17 12:05:10.142","136.0","","2024-02-28 10:06:53.384"
"79","Kaolinitic with polychrome opaque coatings / Byzantium","Céramiques tournées dans une pâte blanche kaolinitique, fine, sur laquelle les motifs sont peints en polychromie à l'aide de diverses glaçures plombifères riches en silice et colorées à l’oxyde de cuivre pour le vert et le bleu, plus rarement à l’oxyde de cobalt pour le bleu foncé, à l’oxyde de fer pour le jaune, l’orange et l’ambre ainsi que le noir, à l’oxyde de manganèse pour l’aubergine et le marron. Une glaçure plombifère incolore, appliquée en couche fine, apparaît dans les zones qui ne sont pas remplies par les glaçures colorées. Des engobes rose clair ou rouge profond complètent la palette de couleurs. Les contours noirs épais de certains décors sont tracés à l’aide d’un engobe teinté à l’oxyde de fer qui était sans doute destiné à contenir les aplats de glaçures colorées. Les glaçures vertes, en particulier celles des céramiques trouvées à Constantinople, sont plombifères, alcalines mais aussi alcalino-plombifères. Considérée comme une production constantinopolitaine, les analyses des pâtes de trois fragments de Polychrome Ware du Louvre montrent une composition identique à celle des tessons de Glazed White Wares I et II qui ont été attribués aux officines de la capitale. En plus d’ateliers constantinopolitains, il existait au moins un autre centre producteur à Preslav en Bulgarie en activité au plus tôt à la fin du Xe siècle. ","980.0","1120.0","5","2022-01-20 14:58:31.951","171.0","","2024-02-28 10:06:53.384"
"172","Kaolinitic, printed and/or painted, glazed","Vaisselle à pâte kaolinitique, blanche, douce, contenant parfois de petites inclusions rouges ou noires, elle est couverte d’une glaçure appliquée directement sur la pâte et dont la couleur varie selon les périodes. Au Xe siècle, les glaçures jaune citron au jaune ocre dominent ; plus tard, elles tirent davantage vers l’orange. Pour leur part, les glaçures vertes intenses deviennent, au XIe siècle, vert olive moucheté ou vert brunâtre. Cette céramique est tantôt ornée d’un décor estampé d’où son appellation d'Impressed White Ware, tantôt décorée de bandes peintes en brun de manganèse. Parfois les deux techniques sont employées simultanément sur un même objet.
Elle apparaît à la fin du IXe siècle, mais elle est vraiment abondante au Xe et se maintient jusqu'au début du XIIe siècle.
","880.0","1120.0","5","2023-02-23 13:34:50.103","76.0","Impressed White Ware; Spatter Painted Ware","2024-02-28 10:06:53.384"
"247","Slip decoration / Aubagne, Saint-Zacharie","Production du bassin d'Aubagne et de Saint-Zacharie dans l'arrière-pays marseillais aux époques pré-industrielle et industrielle. La vaisselle est tournée en argile rouge, assez épurée et se décline en formes standardisées. Des décors sommaires en engobe blanc sont posés sur un engobe rouge et recouverts de glaçure transparente plombifère.","1700.0","1850.0","4","2024-02-21 11:14:17.269","21.0","","2024-02-28 10:06:53.384"
"202","Painted / Iznik","Développement, à partir de la fin du règne de Mehmet II, d’une production de carreaux de parement et de vaisselle de table de grande qualité réalisée dans les ateliers implantés dans la ville d’Iznik. De grands plats à marli, des coupes de toutes tailles, des chopes, des pichets à couvercle, des  lampes  de mosquée et des chandeliers y étaient  tournés et moulés dans une pâte siliceuse contenant une grande quantité de fritte riche en plomb. Les décors peints à main levée mais aussi à l’aide de poncifs fournis par les dessinateurs de la cour étaient tracés sur un engobe siliceux et ensuite couverts d’une glaçure alcalino-plombifère, incolore et parfaitement translucide. Les nombreuses pièces d’Iznik conservées jusqu’à nos jours témoignent de l’extraordinaire  variété du répertoire décoratif et de la richesse de la palette chromatique de ces productions abondantes. À partir d’études stylistiques, de quelques dates et de marques dessinées au trait sur les carreaux ou au revers des plats, de textes comme des actes de dotation et enfin grâce aux dates de construction des édifices ornés de carreaux, les historiens de l’art distinguent  plusieurs phases dans la fabrication de cette céramique. Très prisées au XVIe siècle, la vaisselle d'Iznik a bénéficié d’un succès durable. Elle était l’objet d’un commerce dans tout le bassin méditerranéen et au-delà comme en attestent à la fois les collections conservées jusqu’à nos jours, les textes ainsi que les découvertes archéologiques terrestres et sous-marines en contexte d’utilisation ou de transport. ","1480.0","1719.0","5","2023-07-06 17:26:30.366","252.0","Céramique d'Iznik","2024-02-28 10:06:53.384"
"15","Painted with manganese / Albisola","Production ligure en pâte très rouge et dense, recouverte de glaçure plombifère brune, teintée au manganèse, et rehaussée de bandes plus sombres de la même couleur. Elle est très diffusée dans le courant du XVIIIe siècle, sa production se prolonge dans le début du XIXe siècles. Le revers des assiettes, forme la plus fréquente, est caractéristique par les traces d'une finition au tournassage ou au raclage recouvertes d'une couche très fine de glaçure. Parmi les autres formes diffusées sont les coupes, les terrines à préhensions horizontales et des couvercles. Face au succès de cette production, beaucoup d'imitations sont faites par des ateliers du pourtour Méditerranéen.","1700.0","1800.0","1","2021-07-28 16:19:05.249","235.0","","2024-02-28 10:06:53.384"
"22","Glazed on slip / Aubagne, Saint-Zacharie","Production du bassin d'Aubagne et de Saint-Zacharie dans l'arrière-pays marseillais à l'époque pré-industrielle. La vaisselle est tournée en argile rouge, assez épurée et se décline en formes standardisées dans des gabarits correspondant à des ""nombres"" imprimés souvent en creux sur les bassins ou les pots de chambre. Au XVIIIe siècle des engobes blancs laissent encore apparaître des couleurs vertes et jaunes ou des glaçures posées sur engobe rouge donnent des couleurs brique ou brune. Les formes sont nommées dans des catalogues commerciaux dès la fin du XIXe siècle.","1750.0","1900.0","1","2021-07-29 08:35:17.588","25.0","","2024-02-28 10:06:53.384"
"112","Glazed, associated with Forum ware","Des productions différentes regroupées par la présence d'un revêtement vitreux de couleur vert-brun ou olive, souvent irrégulier, épais par endroits, piqueté, associé parfois à un décor en relief (écailles rapportées, enfoncements, incisions). Les pâtes varient, la cuisson est oxydante ou aléatoire. La présence de ces productions dans le Sud de la France s'inscrit entre le IXe et le Xe - début XIe siècle.","800.0","1025.0","4","2022-08-25 16:03:46.387","135.0","Vetrina pesante, Glaçurée de l'An Mil","2024-02-28 10:06:53.384"
"295","Kaolinitic, glazed with or without slip / Cavalon/Coulon - Avignon","Regroupement des productions de l'époque moderne en argiles kaolinitiques dont les produits sont identifiés sur les sites de Vaucluse - le long du Cavalon, dans la plaine du Coulon et dans le sud de celle du Comtat jusqu'à Avignon. Les contextes de production connus sont rares (Avignon).
Ce groupe technique est caractérisé par des pâtes roses à rouge à nombreuses inclusions de couleur et dimensions variables. Les glaçures peuvent être posées sur un engobe claire mais sa présence n'est pas obligatoire. Outre la vaisselle culinaire, les mêmes ateliers fournissent de la céramique de table ou d'hygiène.
Dans les études plus anciennes, cette catégorie est régulièrement rapprochée au groupe d'Uzège.
","1400.0","1700.0","4","2024-11-07 13:07:15.805","141.0","","2024-11-07 13:07:15.805"
"97","Painted / incised from the Durance Valley","Céramique en pâte calcaire, engobée, aux décors peints rayonnants ou concentriques, composés de lignes ou motifs en glaçure verte, brune, parfois jaune. Des lignes incisées droites, parfois ondulées, rarement en motifs, s'ajoutent parfois au décor. L'ensemble est recouvert de glaçure incolore ou jaune pâle. Les formes sont principalement ouvertes. A ce groupe sont associées des formes monochromes. Les découvertes archéologiques, les études des sources et les analyses élémentaires de pâte permettent d'attribuer cette catégorie aux ateliers de Manosque ou du Val de Durance.","1490.0","1550.0","4","2022-03-10 13:26:15.826","176.0","Peinte/incisée de Manosque ; groupe de Manosque","2024-02-28 10:06:53.384"
"281","Painted in green, brown and yellow / Giroussens","Formes ouvertes en argile rouge à brun, à engobe clair et décor peint sous glaçure incolore ou jaunâtre. Elles sont produites au village du Giroussens dans le Tarn (81), du milieux du XVIIe jusqu'au milieux du XVIIIe siècle. Les décors géométriques, floraux, zoomorphes ou anthropomorphes sont tracés en brun et remplis de vert, de jaune, plus rarement de bleu ou violet. Des empreintes de sceaux peuvent être associés au décor sur le marli des assiettes. Des décors plus sommaires de lignes ondulées, spirales et points sont fréquents pour le XVIIIe siècle.","1650.0","1750.0","4","2024-06-03 12:30:03.257","176.0","Peinte de Giroussens","2024-06-03 12:30:03.257"
"284","Fine kaolinitic, glazed / Apt-Castellet region","Une production pré-industrielle qui utilise les argiles locales, principalement kaolinitiques, avec ou sans mélanges mais toujours après une épuration soigneuse. En résultat, les formes sont en argile très fine, généralement claire, beige, rosée ou blanche. Elles sont souvent moulées, chantournées et à décors en relief, recouvertes de glaçure plombifère dans les tons jaunes ou jaune-orngé. L'appellation de ""faïence fine"" est souvent associée à cette production, à tort, puisque les argiles utilisées ne peuvent pas être définies comme artificielles. ","1730.0","1900.0","4","2024-06-12 13:58:06.534","76.0","","2024-06-12 13:58:06.534"
"286","Oxidizing firing","Argiles cuites en atmosphère oxydante. En absence de revêtement, la caractéristique la plus discriminatoire pour le regroupement des catégories reste la couleur des argiles et donc, leur atmosphère de cuisson.","","","4","2024-06-25 14:41:14.360","137.0","","2024-06-25 14:41:14.360"
"96","Medieval Grey","Regroupement pratiqué pour toutes les céramiques médiévales cuites en atmosphère réductrice et donc de couleurs brunes, grises à noires. Les techniques de façonnage et de cuisson sont héritées de l'Antiquité tardive et du Haut Moyen-Âge et perdurent au moins jusqu'au XIIIe siècle. Des catégories particulières correspondent aux différentes types de pâtes, à des particularités chronologiques ou régionales. ","400.0","1300.0","4","2022-02-25 14:55:38.768","287.0","Grise","2024-02-28 10:06:53.384"
"9","Medieval red glazed","Productions en argiles grossière, souvent sableuse, parfois micacée, de formes culinaires ou de table. Une glaçure plombifère, souvent irrégulière, recouvre l'ensemble ou parties des pièces. Ces productions se mettent en place avec l'acquisition du savoir-faire de la glaçure, en Provence et surtout en Languedoc. Elles semblent profiter des argiles utilisées par des ateliers existants qui pratiquaient la cuisson réductrice. Les formes glaçurées sont cuites généralement en atmosphère oxydante mais des traces de réductions témoignent d'une maîtrise irrégulière.","1225.0","1375.0","1","2021-07-28 14:23:00.463","135.0","","2024-02-28 10:06:53.384"
"85","Languedoc turned brown (wheel-thrown brown)","Essentiellement des formes culinaires à morphologie peu standardisée. Les argiles sont sableuses, variables de composition, de couleur beige, orangée à brune ou grisé après cuisson. Les formes sont modelées, parfois avec finissions à la tournette. Des pièces plus régulières d'apparence tournée sont possibles. Les pots prédominent, avec des fonds bombés, souvent des anses et des becs. La cuisson, principalement oxydante, peut laisser des nuances de réduction.","1150.0","1250.0","4","2022-02-11 15:29:26.328","137.0","Sableuse tournassée du Languedoc, Sableuse culinaire du Languedoc, Brune sableuse modelée du Languedoc","2024-02-28 10:06:53.384"
"279","Coarse or sandy, reducing-fired / Languedoc","Céramique en pâtes grossières ou sableuses, plus ou moins granuleuses, tournée, cuite en atmosphère à dominance réductrice. Généralement grise, elle peut avoir des nuances rouges ou brunes en surface ou en cœur des parois. Les formes appartiennent à la vaisselle culinaire ou au service à liquides.","700.0","1400.0","4","2024-05-14 15:44:00.804","96.0","","2024-05-14 15:44:00.804"
"143","Sandy (clay body) / Syria","Céramique culinaire à parois fines, vase à eau et lampes à pâte sableuse et cassante, riche en fer, de couleur rouge ou noir selon l'atmosphère de cuisson. Réalisée aux époque romaine, byzantine, omeyyade et abbasside en Syrie, dans plusieurs ateliers dont certains sont identifiés dans la région d'Antioche, autour d'Apamée et au nord-ouest de la Syrie.","","","5","2023-01-16 16:28:28.182","286.0","","2024-02-28 10:06:53.384"
"1","Kaolinitic from the Uzège group","Productions de la deuxième moitié du XIIIe et du XIVe siècle, en pâtes kaolinitiques, glaçurées ou non, cuites en atmosphère oxydante, anciennement attribuées uniquement aux ateliers d’Uzège (Gard). De caractère réfractaire, ces productions ont fourni essentiellement des formes culinaires (marmites, pots, jattes) mais aussi de la vaisselle à liquides (cruches et pichets à bec tubulaire). Aux premiers temps de la production, des nuances grisées sont fréquentas, la glaçure est souvent partielle. Elle est plus régulière et couvrante par la suite, posée à l'intérieur des marmites et des jattes et à l'extérieur des formes à liquides.
Les mêmes formes réalisées avec le même savoir-faire sont produites dans d’autres ateliers, certains identifiés par des fouilles archéologiques comme ceux de Beaucaire (Gard) ou de La Martre (Var).","1250.0","1450.0","1","2021-07-27 17:50:35.753","76.0","","2024-02-28 10:06:53.384"
"13","Enamelled, blue and/or lustre decoration / Spain","Formes en argile calcaire, de couleur rosée à beige, à revêtement d'émail blanc et décor en bleu de cobalt et/ou lustre métallique. Origine des centres potiers autour de Valence.","1350.0","1550.0","1","2021-07-28 16:03:06.337","184.0","faïence de Valence, faïence espagnole","2024-02-28 10:06:53.384"
"288","Modelled cooking pots / Languedoc","Production essentiellement de marmites, modelée en argile riche en dégraissant et micacée. Une série de cordons pincés oblique ou verticaux sont posés sur les cols, les fonds sont bombés. En contexte de production, elle accompagnent des formes tournées, glaçurées, parfois sur engobe. Leur diffusion semble fréquente en Languedoc occidental.","1450.0","1550.0","4","2024-06-25 16:43:13.182","147.0","","2024-06-25 16:43:13.182"
"300","Glazed on slip, pre-industrial period","Productions manufacturées en grandes séries et standardisées d’une officine à l’autre. Les formes sont en argiles épurées, généralement à glaçures brillantes, parfois sur engobe. Il est donc impossible de les attribuer à une officine particulière.","1800.0","1900.0","4","2024-11-10 01:49:36.305","280.0","","2024-11-10 01:49:36.305"
"306","Modelled / Turkey","Céramique culinaire modelée à pâte grossière de couleur gris clair, brune ou noire, contenant des paillettes de mica et de gros grains de quartz. Parfois un engobe micacé de couleur beige est appliqué sur les surfaces interne et externe. ","1700.0","1800.0","5","2025-01-17 13:39:04.051","147.0","","2025-01-17 13:39:04.051"
"2","Kaolinitic / Ollières-Val de Trets","Production en argile kaolinitique ferrugineuse à inclusions de couleurs et tailles variables, glaçurée, avec ou sans engobe et cuite en atmosphère oxydante.
Une activité potière est identifiée à Ollières (Var) par les sources écrites ou l'archéologie, entre la fin du XIIe et le XVIe siècle. Par la suite, elle se déplace entre le bassin de Saint-Maximin et le val de Trets. Les ateliers puisent ou s'approvisionnent en ces argiles kaolinitiques pour produire tant de la vaisselle culinaire que de la vaisselle de table.","1300.0","1800.0","1","2021-07-28 09:18:53.188","76.0","","2024-02-28 10:06:53.384"
"30","Kaolinitic, glazed on slip / Vallauris","Formes principalement à fonction culinaire, façonnées dans une argile kaolinitique assez grossière. Les exemples les plus anciens sont généralement attribués à la zone de production de Biot-Vallauris ou plus largement à la Provence Orientale. Les ateliers de Vallauris sont particulièrement actifs au XVIIIe et XIXe s. A partir du milieu du XVIIIe siècle de l'engobe est posé sous la glaçure. Des décors d'engobe apparaissent à partir du XIXe siècle. Les objets sont marqués (marques imprimées en creux) à partir de la fin du XIXe s.","1600.0","1940.0","1","2021-07-29 09:08:13.839","141.0","Biot-Vallauris, Culinaire de Biot-Vallauris","2024-02-28 10:06:53.384"
"305","Calcareous, medieval reducing-fired / Provence","Céramique en pâte calcaire, généralement fine, parfois avec inclusions, tournée, cuite en atmosphère réductrice.","900.0","1300.0","4","2024-11-14 22:36:05.608","96.0","","2024-11-14 22:36:05.608"
"307","Delftware","Vaisselle émaillée sur pâte argileuse, beige, fine et tendre. Le décor d'inspiration chinoise est le plus souvent tracé en bleu de cobalt. Il existe aussi une faïence en polychromie de grand feu très colorée de type Boeren Delftsch ou Delft paysan datée vers 1730-1740 et caractérisé par une palette chromatique vive.","1600.0","1800.0","5","2025-01-17 16:26:16.900","10.0","","2025-01-17 16:26:16.900"
"310","Painted in green and brown / Cox-Lomagne","Céramique en argile plutôt claire, à revêtement d'engobe et glaçure plombifère, à décors souvent végétaux exécutés en traits de brun et aplats de vert, parfois de bleu. Cette production rencontre un succès assez large entre la fin du XVIe et la fin du XVIIe siècle quand les ateliers du Giroussens dans le Tarn imposent leur production.","1550.0","1700.0","4","2025-02-24 20:00:13.328","176.0","Verte et brune du Sud-Ouest","2025-02-24 20:00:13.328"
"302","Refined clays, pre-industrial period","Productions manufacturées en grandes séries et standardisées d’une officine à l’autre. Les formes sont en argiles très fines et bien épurées. Il est donc impossible de les attribuer à une officine particulière. Une des formes récurrentes pour cette catégorie est le pot à fleurs.","1800.0","1900.0","4","2024-11-11 19:54:18.164","286.0","","2024-11-11 19:54:18.164"
